@RELATION 'Spam Base, with normalization, downsampled to 20 pct, v03'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'att28' real
@ATTRIBUTE 'att29' real
@ATTRIBUTE 'att30' real
@ATTRIBUTE 'att31' real
@ATTRIBUTE 'att32' real
@ATTRIBUTE 'att33' real
@ATTRIBUTE 'att34' real
@ATTRIBUTE 'att35' real
@ATTRIBUTE 'att36' real
@ATTRIBUTE 'att37' real
@ATTRIBUTE 'att38' real
@ATTRIBUTE 'att39' real
@ATTRIBUTE 'att40' real
@ATTRIBUTE 'att41' real
@ATTRIBUTE 'att42' real
@ATTRIBUTE 'att43' real
@ATTRIBUTE 'att44' real
@ATTRIBUTE 'att45' real
@ATTRIBUTE 'att46' real
@ATTRIBUTE 'att47' real
@ATTRIBUTE 'att48' real
@ATTRIBUTE 'att49' real
@ATTRIBUTE 'att50' real
@ATTRIBUTE 'att51' real
@ATTRIBUTE 'att52' real
@ATTRIBUTE 'att53' real
@ATTRIBUTE 'att54' real
@ATTRIBUTE 'att55' real
@ATTRIBUTE 'att56' real
@ATTRIBUTE 'att57' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.14317180616740088,0.03431372549019608,0.06274509803921569,0.0,0.032,0.0272108843537415,0.0,0.08333333333333333,0.12357414448669203,0.02695269526952695,0.07766990291262135,0.1344364012409514,0.0,0.0,0.07142857142857142,0.056999999999999995,0.25390625,0.0176017601760176,0.192,0.02695269526952695,0.1680672268907563,0.0,0.0,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007256235827664399,0.0,0.0,0.0,0.04263786242183058,0.0,0.027772646098897714,0.07200000000000001,0.30147158093695153,0.004735913767760901,0.02253797158255757,0.0375,484.0,'yes'
0.022026431718061675,0.0,0.0803921568627451,0.0,0.01,0.017006802721088437,0.01375515818431912,0.08843537414965986,0.019011406844106467,0.0,0.0,0.0641158221302999,0.0,0.02,0.0,0.0,0.01953125,0.0,0.0,0.0,0.0,0.0,0.24745762711864405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009096077316657191,0.0,4.926411724859905E-4,0.02048,0.0,8.966193042626164E-4,0.013718765311121999,0.021338383838383837,861.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695906432748537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043506373545169036,0.0,0.0,0.002985791278784909,0.0102890739833415,0.005303030303030303,1527.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.31972789115646255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10026666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034103410341034,0.0,0.0,0.0,0.2728592162554427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002449779519843214,0.006859382655560999,0.0030303030303030303,1541.0,'yes'
0.0,0.0,0.1450980392156863,0.0,0.185,0.06292517006802721,0.05089408528198074,0.0,0.0,0.0407040704070407,0.0,0.038262668045501554,0.0,0.0,0.0,0.05550000000000001,0.0,0.0,0.09866666666666667,0.0,0.31185807656395886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050028425241614556,0.0,0.0,0.0,0.0,0.0014620284174424302,0.005389514943655071,0.010795454545454546,799.0,'yes'
0.13215859030837004,0.0,0.0,0.0,0.121,0.0,0.08253094910591471,0.0,0.0,0.0,0.0,0.06204756980351603,0.0,0.0,0.0,0.0,0.0,0.066006600660066,0.19466666666666665,0.0,0.11297852474323061,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561683599419448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032329576944393123,0.1008,0.0,0.0021724644781969623,0.014208721215090642,0.004608585858585859,1436.0,'yes'
0.13876651982378854,0.0,0.12352941176470589,0.0,0.127,0.0,0.08665749656121045,0.0,0.0,0.0,0.0,0.06514994829369183,0.0,0.0,0.0,0.0315,0.123046875,0.0,0.06773333333333334,0.0,0.23716153127917833,0.0,0.2135593220338983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02280501710376283,0.0,0.0,0.015425826713467577,0.096,0.0,0.0014287114159725626,0.0102890739833415,0.007386363636363636,344.0,'yes'
0.0881057268722467,0.03361344537815126,0.07254901960784314,0.0,0.014000000000000002,0.02380952380952381,0.004126547455295736,0.011904761904761906,0.10456273764258557,0.036303630363036306,0.1407766990291262,0.09203722854188211,0.07927927927927929,0.10400000000000001,0.01339285714285714,0.013000000000000001,0.072265625,0.0077007700770077014,0.16853333333333334,0.0,0.13165266106442575,0.0,0.16271186440677965,0.0472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016501650165016502,0.0,0.0,0.0,0.0,0.003601440576230492,0.0,0.0,0.0,0.0,0.0,0.0,0.0032679738562091504,0.0,0.0,0.0,0.0,0.015539132082622703,0.0,0.013332101730402118,0.16928,0.01539084649655731,0.0053718765311122005,0.06810387065164135,0.15012626262626264,1733.0,'yes'
0.037444933920704845,0.011904761904761906,0.1392156862745098,0.0,0.053000000000000005,0.02891156462585034,0.023383768913342505,0.15136054421768708,0.032319391634980994,0.029152915291529156,0.1699029126213592,0.16649431230610134,0.0,0.0,0.0,0.0,0.349609375,0.0,0.10506666666666667,0.08855885588558857,0.38468720821661995,0.0,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021792685237824523,0.0,0.03565490485867356,0.01824,0.0,0.0040793728564429204,0.030377266046055854,0.03775252525252525,292.0,'yes'
0.0,0.05182072829131653,0.0,0.0,0.0,0.2534013605442177,0.10178817056396149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24532453245324531,0.07946666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817699450445329,0.0,0.0,0.0,0.0,0.002341989220970113,0.021558059774620286,0.008712121212121213,1509.0,'yes'
